"Name","playerid","Team","Pos","PA","IP","Primary WAR","Total WAR"
"Jorge Campillo","8686","Mariners","P","","2.1","0.03083286434412","0.0"
"Rheal Cormier","952","- - -","P","","48.0","0.0302103459835052","0.0"
"Josh Sharpless","5567","Pirates","P","","12.0","0.027933906763792","0.0"
"Matt Roney","1670","Athletics","P","","4.0","0.0277241095900536","0.0"
"Denny Bautista","1947","- - -","P","","41.2","0.0418449193239212","0.0"
"Freddie Bynum","2099","Cubs","2B/LF","148","","0.0257061421871185","0.0"
"Nate Field","599","Rockies","P","","9.0","0.0249132979661226","0.0"
"Eric Gagne","650","Dodgers","P","","2.0","0.0223840139806271","0.0"
"Angel Sanchez","3492","Royals","2B/SS","28","","0.0200552809983492","0.0"
"Sean Green","3001","Mariners","P","","32.0","0.0193586684763432","0.0"
"Roberto Petagine","8607","Mariners","1B","32","","0.0192777402698994","0.0"
"Pat Misch","5909","Giants","P","","1.0","0.01861179061234","0.0"
"Rafael Perez","4078","Indians","P","","12.1","0.0182875879108906","0.0"
"Phil Stockman","2206","Braves","P","","4.0","0.0170196443796158","0.0"
"C.J. Wilson","3580","Rangers","P","","44.1","0.0145994024351239","0.0"
"David Riske","402","- - -","P","","44.0","0.014586552977562","0.0"
"Justin Lehr","2163","Brewers","P","","15.2","0.0140388738363981","0.0"
"Andrew Brown","2115","Indians","P","","10.0","0.0117950811982155","0.0"
"Jack Cust","1564","Padres","LF","3","","0.0111138876527548","0.0"
"Bobby Keppel","2229","Royals","P","","34.1","0.0352832302451134","0.0"
"Allan Simpson","1864","Brewers","P","","2.2","0.00918900780379772","0.0"
"Kevin Hooper","1942","Tigers","2B/3B","5","","0.00834580790251493","0.0"
"Santiago Casilla","2873","Athletics","P","","2.1","0.00774645805358887","0.0"
"Mike Thompson","2735","Padres","P","","92.0","-0.0317941308021545","0.0"
"Casey Daigle","1880","Diamondbacks","P","","12.1","0.0182659011334181","0.0"
"Phil Barzilla","3486","Astros","P","","0.1","0.00245066173374653","0.0"
"Saul Rivera","2027","Nationals","P","","60.1","0.0523270964622498","0.0"
"Scott Mathieson","4771","Phillies","P","","37.1","0.0280718524008989","0.0"
"Darren Oliver","206","Mets","P","","81.0","-0.0279170013964176","0.0"
"Brian Tallet","1646","Blue Jays","P","","54.1","-0.00287123629823327","0.0"
"Miguel Montero","3364","Diamondbacks","C","17","","-0.00474642403423786","0.0"
"Henry Owens","3520","Mets","P","","4.0","-0.00503019383177161","0.0"
"Luis Ordaz","298","Devil Rays","SS","2","","-0.00622312724590302","0.0"
"Adam Hyzdu","1543","Rangers","RF","4","","-0.00744517520070076","0.0"
"Andy Cannizaro","7068","Yankees","SS","9","","-0.00764145608991385","0.0"
"Scott Moore","4390","Cubs","1B/3B","42","","-0.00766502832993865","0.0"
"Andy Abad","506","Reds","PH/PR","5","","-0.00783269107341766","0.0"
"Brian Sweeney","1801","Padres","P","","56.1","0.00257183564826846","0.0"
"Joel Guzman","3728","Dodgers","3B","23","","-0.0114505095407367","0.0"
"Julian Tavarez","541","Red Sox","P","","98.2","-0.0118190599605441","0.0"
"Derrick Turnbow","1694","Brewers","P","","56.1","0.00031306259916164","0.0"
"Colby Lewis","1259","Tigers","P","","3.0","-0.0137078613042831","0.0"
"Lew Ford","1724","Twins","LF","255","","-0.0137776443734765","0.0"
"Bobby Seay","1225","Tigers","P","","15.1","-0.0146036203950644","0.0"
"Zack Greinke","1943","Royals","P","","6.1","-0.0151185011491179","0.0"
"Jeff Fulchino","3532","Marlins","P","","0.1","-0.0153495166450739","0.0"
"Brandon McCarthy","4662","White Sox","P","","84.2","-0.00343960360623896","0.0"
"Justin Huber","3147","Royals","DH","11","","-0.0167955588549376","0.0"
"Miguel Asencio","586","Rockies","P","","7.2","0.0254333466291428","0.0"
"Jason Grilli","521","Tigers","P","","62.0","-0.0176051370799541","0.0"
"Mike Rouse","1893","Athletics","2B","26","","-0.0177910067141056","0.0"
"Ryan Feierabend","6336","Mariners","P","","17.0","-0.018215499818325","0.0"
"Royce Ring","4350","Mets","P","","12.2","-0.0196032449603081","0.0"
"Jason Bulger","3915","Angels","P","","1.2","-0.0197395011782646","0.0"
"Chris Heintz","2307","Twins","C","1","","-0.0224346593022346","0.0"
"Matt Guerrier","2061","Twins","P","","69.2","-0.0231303926557302","0.0"
"Justin Leone","2157","Padres","PH/PR","1","","-0.023616885766387","0.0"
"Jesus Colome","1198","Devil Rays","P","","0.1","-0.0239743180572987","0.0"
"Vinny Rottino","5202","Brewers","3B/LF","15","","-0.0244413428008556","0.0"
"Blaine Boyer","2237","Braves","P","","0.2","-0.0259356163442135","0.0"
"Pete Walker","1325","Blue Jays","P","","30.0","-0.0263008419424295","0.0"
"Joe Thurston","673","Phillies","2B/LF","20","","-0.0274025984108448","0.0"
"Colter Bean","2246","Yankees","P","","2.0","-0.028720386326313","0.0"
"Ramon Martinez","1120","Dodgers","2B/3B","194","","-0.0289658308029175","0.0"
"Agustin Montero","2268","White Sox","P","","14.0","-0.030301483348012","0.0"
"Terry Tiffee","2160","Twins","3B/DH","49","","-0.0306309014558792","0.0"
"Scott Hairston","1926","Diamondbacks","LF","16","","-0.0307715721428394","0.0"
"Kurt Birkins","7266","Orioles","P","","31.0","-0.031778197735548","0.0"
"Rick Helling","58","Brewers","P","","35.0","0.00536052277311683","0.0"
"Brad Hennessey","3720","Giants","P","","99.1","-0.15867680311203","0.0"
"Mike Rabelo","3693","Tigers","DH","1","","-0.0347401238977909","0.0"
"Roy Corcoran","1780","Nationals","P","","5.2","-0.0678426548838615","0.0"
"Jason Standridge","1229","Reds","P","","18.2","-0.035131923854351","0.0"
"Jose Capellan","2236","Brewers","P","","71.2","-0.00969560816884041","0.0"
"Ryan Wagner","1770","Nationals","P","","30.2","-0.0727364867925644","0.0"
"Matt Wise","42","Brewers","P","","44.1","-0.0253751277923584","0.0"
"Anthony Lerew","3440","Braves","P","","2.0","-0.0385638028383255","0.0"
"Guillermo Quiroz","7989","Mariners","C","2","","-0.0411165505647659","0.0"
"Greg Aquino","1899","Diamondbacks","P","","48.1","-0.0274715200066566","0.0"
"Eude Brito","2514","Phillies","P","","18.1","-0.00648095132783055","0.0"
"Ryan Doumit","2113","Pirates","C/1B","178","","-0.0431841239333153","0.0"
"Shawn Riggans","3393","Devil Rays","C","33","","-0.0440172404050827","0.0"
"Winston Abreu","582","Orioles","P","","8.0","-0.0441152825951576","0.0"
"Jason Childers","2379","Devil Rays","P","","7.2","-0.0445661954581738","0.0"
"Jae Seo","895","- - -","P","","157.0","0.0194986839778721","0.0"
"Jose Reyes","2797","Cubs","C","5","","-0.04794866964221","0.0"
"Alvin Colina","2559","Rockies","C","5","","-0.0480085499584675","0.0"
"Chad Harville","915","Devil Rays","P","","41.0","-0.0486518666148186","0.0"
"John Gall","2142","Cardinals","1B/LF","12","","-0.0487558916211128","0.0"
"Mike DeJean","682","Rockies","P","","1.2","-0.0489997826516628","0.0"
"Hector Gimenez","2172","Astros","PH/PR","2","","-0.0490473359823227","0.0"
"Craig Hansen","4798","Red Sox","P","","38.0","-0.0499987415969372","0.0"
"Brett Campbell","6842","Nationals","P","","4.1","-0.0500094853341579","-0.1"
"Larry Bigbie","128","Cardinals","LF","28","","-0.0506210699677467","-0.1"
"Kendrys Morales","8610","Angels","1B","215","","-0.051141481846571","-0.1"
"Doug Clark","2457","Athletics","LF","6","","-0.0519783571362495","-0.1"
"Tim Laker","1681","Indians","C","13","","-0.0526215247809887","-0.1"
"Howie Clark","1533","Orioles","3B/DH","10","","-0.0531949736177921","-0.1"
"Travis Ishikawa","4793","Giants","1B","25","","-0.0544300340116024","-0.1"
"Mike Maroth","1508","Tigers","P","","53.2","-0.0547822341322899","-0.1"
"Ron Villone","1010","Yankees","P","","80.1","-0.0582485683262348","-0.1"
"Chris Resop","3799","Marlins","P","","21.1","-0.0583870708942413","-0.1"
"Yurendell DeCaster","2329","Pirates","DH","2","","-0.0591897591948509","-0.1"
"Dustan Mohr","744","Red Sox","CF/LF","43","","-0.0597379766404629","-0.1"
"Mark Sweeney","1408","Giants","1B/LF","291","","-0.0616807341575623","-0.1"
"Michael Bourn","6387","Phillies","RF","11","","-0.0619156621396542","-0.1"
"Mike Restovich","751","Cubs","RF/LF","13","","-0.0622196309268475","-0.1"
"Josh Rabe","3007","Twins","LF/DH","51","","-0.0627671554684639","-0.1"
"Julio Franco","87","Mets","1B","179","","-0.0642053484916687","-0.1"
"Brian Rogers","6123","Pirates","P","","8.2","-0.0645545125007629","-0.1"
"Santiago Ramirez","2122","Nationals","P","","3.1","-0.0646942183375359","-0.1"
"Mike Rose","2278","Cardinals","C","9","","-0.0663396045565605","-0.1"
"Pete Orr","2748","Braves","2B","164","","-0.0668417140841484","-0.1"
"Shea Hillenbrand","196","- - -","1B/DH","566","","-0.0669912099838257","-0.1"
"Frank Francisco","1933","Rangers","P","","7.1","-0.0673521235585213","-0.1"
"Kevin Reese","2977","Yankees","RF/LF","14","","-0.0677981078624725","-0.1"
"Dustin Hermanson","195","White Sox","P","","6.2","-0.0684573501348495","-0.1"
"Ryan Braun","5648","Royals","P","","10.2","-0.0691986083984375","-0.1"
"Jon Knott","3942","Padres","PH/PR","3","","-0.0708506628870964","-0.1"
"Jim Hoey","6007","Orioles","P","","9.2","-0.071826845407486","-0.1"
"Lance Carter","1592","Dodgers","P","","11.2","-0.0722256153821945","-0.1"
"Ken Huckaby","1306","Red Sox","C","5","","-0.0726068764925003","-0.1"
"Buck Coats","2945","Cubs","RF/CF","18","","-0.0735336169600487","-0.1"
"Eric Reed","4439","Marlins","CF","47","","-0.0738834887742996","-0.1"
"Tyler Yates","1527","Braves","P","","50.0","-0.0751680061221123","-0.1"
"Juan Oviedo","2886","Royals","P","","13.1","-0.0752242356538773","-0.1"
"Darin Erstad","11","Angels","1B/CF","105","","-0.0757773742079735","-0.1"
"Joey Devine","9862","Braves","P","","6.1","-0.076166182756424","-0.1"
"Chris Mabeus","1892","Brewers","P","","1.2","-0.076317086815834","-0.1"
"Renyel Pinto","2180","Marlins","P","","29.2","-0.0637688487768173","-0.1"
"Matt Belisle","1837","Reds","P","","40.0","0.01701326854527","-0.1"
"Alex Cora","1386","Red Sox","SS","264","","-0.0774090886116028","-0.1"
"Andrew Miller","6785","Tigers","P","","10.1","-0.0776152461767197","-0.1"
"Greg Jones","1782","Angels","P","","6.0","-0.0776475295424461","-0.1"
"Geremi Gonzalez","1711","- - -","P","","56.0","-0.0226085260510445","-0.1"
"Ramon Santiago","1417","Tigers","2B/SS","86","","-0.0797361508011818","-0.1"
"Chris Booker","2039","- - -","P","","8.1","-0.0801427513360977","-0.1"
"Jose Veras","2063","Yankees","P","","11.0","-0.0806135237216949","-0.1"
"Randall Simon","497","Phillies","PH/PR","23","","-0.080769270658493","-0.1"
"Javier Lopez","1663","Red Sox","P","","16.2","-0.0809396877884865","-0.1"
"Drew Anderson","5578","Brewers","RF/LF","10","","-0.0812382698059082","-0.1"
"Mike Holtz","920","Red Sox","P","","1.2","-0.0818307995796204","-0.1"
"Jason Grimsley","602","Diamondbacks","P","","27.2","-0.0276940930634737","-0.1"
"Matt Miller","1754","Indians","P","","15.2","-0.0857717618346214","-0.1"
"Oscar Villarreal","1654","Braves","P","","92.1","0.0311625115573406","-0.1"
"Cesar Izturis","656","- - -","3B/SS","208","","-0.0877991020679474","-0.1"
"Nelson Cruz","2434","Rangers","RF","138","","-0.0882502198219299","-0.1"
"Omar Quintanilla","6335","Rockies","2B/SS","38","","-0.0882527157664299","-0.1"
"Dustin McGowan","8600","Blue Jays","P","","27.1","-0.0883815810084343","-0.1"
"Tomas de la Rosa","7227","Giants","SS","17","","-0.089646153151989","-0.1"
"Corky Miller","342","Red Sox","C","4","","-0.0915557965636253","-0.1"
"Scott Thorman","2238","Braves","1B/LF","133","","-0.0916961207985878","-0.1"
"Chris Michalak","1415","Reds","P","","35.0","-0.230286404490471","-0.1"
"Kevin Millar","529","Orioles","1B","503","","-0.0920117348432541","-0.1"
"Sean Henn","2147","Yankees","P","","9.1","-0.092117115855217","-0.1"
"Ryan Roberts","5653","Blue Jays","2B","14","","-0.0921183079481125","-0.1"
"Brendan Harris","2178","- - -","2B/SS","47","","-0.0926373181864619","-0.1"
"Britt Reames","794","Pirates","P","","7.1","-0.0932578146457672","-0.1"
"Jared Fernandez","324","Brewers","P","","6.1","-0.0936433896422386","-0.1"
"Alay Soler","8542","Mets","P","","45.0","-0.0016802316531539","-0.1"
"Cody Ross","1760","- - -","RF/LF","298","","-0.0955464839935303","-0.1"
"Justin Hampson","2209","Rockies","P","","12.0","-0.0980222746729851","-0.1"
"Raul Chavez","553","Orioles","C","29","","-0.0966475754976273","-0.1"
"Chris Stewart","3878","White Sox","C","8","","-0.0998173877596855","-0.1"
"Emiliano Fruto","3106","Mariners","P","","36.0","-0.10039272159338","-0.1"
"Terry Mulholland","665","Diamondbacks","P","","3.0","-0.100549779832363","-0.1"
"Jay Gibbons","141","Orioles","RF/DH","378","","-0.101185277104378","-0.1"
"Jeremy Guthrie","2072","Indians","P","","19.1","-0.102258794009686","-0.1"
"Kevin Barker","1019","Blue Jays","1B/DH","18","","-0.103688560426235","-0.1"
"Juan Perez","2557","Pirates","P","","3.1","-0.105506248772144","-0.1"
"Francisco Rosario","2091","Blue Jays","P","","23.0","-0.0946914926171303","-0.1"
"Sean Tracey","4621","White Sox","P","","8.0","-0.10929974168539","-0.1"
"Steve Stemle","2518","Royals","P","","6.0","-0.109307855367661","-0.1"
"Boone Logan","5525","White Sox","P","","17.1","-0.111313663423061","-0.1"
"Wiki Gonzalez","1033","Nationals","C","38","","-0.111567407846451","-0.1"
"Clint Nageotte","2156","Mariners","P","","1.0","-0.113496050238609","-0.1"
"Travis Chick","4524","Mariners","P","","5.0","-0.119631409645081","-0.1"
"Sergio Mitre","1773","Marlins","P","","41.0","-0.145125761628151","-0.1"
"Tony Pena","4573","Diamondbacks","P","","30.2","-0.0937240868806839","-0.1"
"Geovany Soto","3707","Cubs","C","26","","-0.121305838227272","-0.1"
"Wade Miller","568","Cubs","P","","21.2","-0.0998091846704483","-0.1"
"Delwyn Young","4563","Dodgers","RF/LF","5","","-0.123758174479008","-0.1"
"Carlos Marmol","2790","Cubs","P","","77.0","-0.379696667194366","-0.1"
"Nate McLouth","3190","Pirates","RF/CF","297","","-0.124361023306847","-0.1"
"Jose Lima","475","Mets","P","","17.1","-0.0482937283813953","-0.1"
"Jason Marquis","105","Cardinals","P","","194.1","-0.478764653205872","-0.1"
"Jack Taschner","2766","Giants","P","","19.1","-0.126483544707298","-0.1"
"Yusmeiro Petit","4020","Marlins","P","","26.1","-0.136093989014626","-0.1"
"Matt Lawton","390","Mariners","CF","29","","-0.128284871578217","-0.1"
"Damion Easley","464","Diamondbacks","3B/SS","220","","-0.129908755421638","-0.1"
"Wil Nieves","1556","Yankees","C","6","","-0.13006317615509","-0.1"
"Henry Mateo","1461","Nationals","3B/SS","29","","-0.130639374256134","-0.1"
"Billy Sadler","6235","Giants","P","","4.0","-0.131449013948441","-0.1"
"Mitch Maier","5588","Royals","RF/LF","15","","-0.133737534284592","-0.1"
"Andy Green","2991","Diamondbacks","2B/3B/LF","102","","-0.133966818451881","-0.1"
"Jim Johnson","3656","Orioles","P","","3.0","-0.135250627994537","-0.1"
"Mike Gosling","2204","Reds","P","","1.1","-0.136128470301628","-0.1"
"Julio Santana","496","Phillies","P","","8.1","-0.110926114022732","-0.1"
"Scott Cassidy","1293","Padres","P","","42.2","-0.125698164105415","-0.1"
"John Wasdin","1768","Rangers","P","","30.0","-0.139697849750519","-0.1"
"Jeff Salazar","4507","Rockies","CF","67","","-0.139892816543579","-0.1"
"Jason Botts","2907","Rangers","DH","60","","-0.140213713049889","-0.1"
"Kevin Frandsen","7528","Giants","2B","102","","-0.140438675880432","-0.1"
"Terrence Long","927","Yankees","RF","40","","-0.140869423747063","-0.1"
"Joe McEwing","887","Astros","2B","6","","-0.141327157616615","-0.1"
"JD Closser","2108","Rockies","C","112","","-0.142345905303955","-0.1"
"Erick Aybar","4082","Angels","SS","40","","-0.143075972795486","-0.1"
"Mike Edwards","1850","Pirates","3B","18","","-0.143595859408379","-0.1"
"Zach Day","1496","- - -","P","","40.0","0.0429863631725311","-0.1"
"Alberto Callaspo","3336","Diamondbacks","2B/SS","47","","-0.145613551139832","-0.1"
"Tony Batista","124","Twins","3B","195","","-0.1482904702425","-0.1"
"Eric O'Flaherty","5746","Mariners","P","","11.0","-0.149897843599319","-0.1"
"Eric DuBose","1633","Orioles","P","","4.2","-0.151037931442261","-0.2"
"Joe Winkelsas","7988","Brewers","P","","7.0","-0.151397556066513","-0.2"
"Mike Smith","1479","Twins","P","","3.0","-0.15314219892025","-0.2"
"Melvin Dorta","2562","Nationals","3B/SS","20","","-0.153412193059921","-0.2"
"Bill Mueller","295","Dodgers","3B","126","","-0.154520601034164","-0.2"
"Chris Roberson","3577","Phillies","RF/LF","43","","-0.154888674616814","-0.2"
"Pablo Ozuna","1469","White Sox","LF","203","","-0.156162992119789","-0.2"
"Travis Hughes","2045","Nationals","P","","11.1","-0.217631533741951","-0.2"
"Dustin Moseley","7060","Angels","P","","11.0","-0.15871088206768","-0.2"
"Adam Melhuse","294","Athletics","C/DH","139","","-0.161385074257851","-0.2"
"Ricardo Rincon","401","Cardinals","P","","3.1","-0.161911159753799","-0.2"
"John Nelson","3640","Cardinals","1B/SS","5","","-0.162357106804848","-0.2"
"Lou Merloni","201","Indians","2B/3B/SS","23","","-0.162493258714676","-0.2"
"Kevin Mench","1261","- - -","RF/LF","482","","-0.164502888917923","-0.2"
"Luis Figueroa","776","Blue Jays","2B/SS","9","","-0.164737790822983","-0.2"
"Jay Witasick","1138","Athletics","P","","22.2","-0.164945676922798","-0.2"
"Victor Diaz","3424","Mets","LF","11","","-0.166372671723366","-0.2"
"Luis Terrero","1765","Orioles","LF","42","","-0.167588904500008","-0.2"
"Josh Paul","251","Devil Rays","C","165","","-0.168643102049828","-0.2"
"Randy Keisler","830","Athletics","P","","10.0","-0.173030838370323","-0.2"
"Jason Bergmann","4640","Nationals","P","","64.2","-0.106144048273563","-0.2"
"T.J. Bohn","4592","Mariners","RF","16","","-0.17418484389782","-0.2"
"David Murphy","6035","Red Sox","CF/LF","26","","-0.174592554569244","-0.2"
"Victor Zambrano","1237","Mets","P","","21.1","-0.161910444498062","-0.2"
"Mike Adams","1937","Brewers","P","","2.1","-0.178444251418114","-0.2"
"Adam Jones","6368","Mariners","CF","76","","-0.180003002285957","-0.2"
"Justin Knoedler","2223","Giants","C","7","","-0.186054199934006","-0.2"
"Jonny Gomes","1845","Devil Rays","DH","461","","-0.188139140605927","-0.2"
"David Aardsma","1902","Cubs","P","","53.0","-0.150772795081139","-0.2"
"Jim Brower","313","- - -","P","","20.0","-0.191756699234247","-0.2"
"Ezequiel Astacio","2169","Astros","P","","5.2","-0.191917881369591","-0.2"
"Rudy Seanez","1279","- - -","P","","53.0","-0.195089839398861","-0.2"
"Timo Perez","891","Cardinals","RF/LF","35","","-0.195943206548691","-0.2"
"Dan Ortmeier","4694","Giants","RF/DH","12","","-0.19628244638443","-0.2"
"Kelly Stinnett","356","- - -","C","99","","-0.196732737123966","-0.2"
"Jack Hannahan","3692","Tigers","1B/DH","10","","-0.197525694966316","-0.2"
"Seth McClung","1657","Devil Rays","P","","103.0","-0.174021080136299","-0.2"
"Luis Matos","152","- - -","LF","149","","-0.199290912598372","-0.2"
"Matt Stairs","1384","- - -","DH","394","","-0.201161496341228","-0.2"
"Ruben Sierra","1099","Twins","DH","33","","-0.201303124427795","-0.2"
"Fernando Cabrera","2105","Indians","P","","60.2","-0.201575502753258","-0.2"
"Todd Wellemeyer","1709","- - -","P","","78.1","-0.176744505763054","-0.2"
"Ken Ray","1986","Braves","P","","67.2","-0.189649194478989","-0.2"
"Jeff Nelson","1092","White Sox","P","","2.2","-0.205850914120674","-0.2"
"Drew Meyer","4738","Rangers","2B","15","","-0.206697091460228","-0.2"
"Franklyn German","1603","Marlins","P","","12.0","-0.208050176501274","-0.2"
"Chris Demaria","4361","Brewers","P","","13.2","-0.208514213562012","-0.2"
"Jerome Williams","1137","Cubs","P","","12.1","-0.181763619184494","-0.2"
"Brian Shouse","630","- - -","P","","38.1","-0.209548935294151","-0.2"
"Scott Munter","3470","Giants","P","","22.2","-0.302199125289917","-0.2"
"Joselo Diaz","2057","Royals","P","","6.2","-0.214205741882324","-0.2"
"Jose Guillen","57","Nationals","RF","268","","-0.215036883950233","-0.2"
"Edinson Volquez","3990","Rangers","P","","33.1","-0.215063884854317","-0.2"
"Chris Aguila","2143","Marlins","RF/LF","104","","-0.215282142162323","-0.2"
"Danny Sandoval","2344","Phillies","2B/SS","43","","-0.215721845626831","-0.2"
"Brad Wilkerson","804","Rangers","LF","365","","-0.21738313138485","-0.2"
"Abe Alvarez","6259","Red Sox","P","","3.0","-0.205037996172905","-0.2"
"Terrmel Sledge","1878","Padres","RF/LF","78","","-0.222808092832565","-0.2"
"Brian Shackelford","2461","Reds","P","","16.1","-0.223956823348999","-0.2"
"Matthew LeCroy","1456","Nationals","C/1B","80","","-0.225506961345673","-0.2"
"Oscar Robles","8975","Dodgers","2B/3B","39","","-0.225979745388031","-0.2"
"Brian Sanches","2739","Phillies","P","","21.1","-0.227152943611145","-0.2"
"Wayne Franklin","557","Braves","P","","7.2","-0.228821039199829","-0.2"
"Jeff Conine","131","- - -","1B/LF","539","","-0.230077773332596","-0.2"
"Rajai Davis","3708","Pirates","RF","17","","-0.232001945376396","-0.2"
"Scott Dunn","2634","Devil Rays","P","","7.2","-0.232450783252716","-0.2"
"Ray King","693","Rockies","P","","44.2","-0.219160079956055","-0.2"
"Sun-Woo Kim","197","- - -","P","","13.2","-0.308158215135336","-0.2"
"Seth Etherton","322","Royals","P","","7.2","-0.234251499176025","-0.2"
"Bernie Castro","2096","Nationals","2B","120","","-0.234405294060707","-0.2"
"Kris Wilson","636","Yankees","P","","8.1","-0.238870978355408","-0.2"
"Octavio Dotel","555","Yankees","P","","10.0","-0.240301758050919","-0.2"
"Robert Fick","466","Nationals","C/1B","141","","-0.24159799516201","-0.2"
"T.J. Beam","6101","Yankees","P","","18.0","-0.229385823011398","-0.2"
"Mike Gallo","1759","Astros","P","","16.1","-0.229837566614151","-0.2"
"Bobby Livingston","3876","Mariners","P","","5.0","-0.245987430214882","-0.2"
"Jermaine Van Buren","2492","Red Sox","P","","13.0","-0.247040048241615","-0.2"
"Juan Morillo","3369","Rockies","P","","4.0","-0.23581001162529","-0.3"
"Yadier Molina","7007","Cardinals","C","461","","-0.25033500790596","-0.3"
"Chris Schroder","3553","Nationals","P","","28.1","-0.22810024023056","-0.3"
"Francisco Cruceta","2104","Mariners","P","","6.2","-0.255741626024246","-0.3"
"J.R. House","992","Astros","C/1B","9","","-0.255996525287628","-0.3"
"Dan Miceli","1463","Devil Rays","P","","32.0","-0.259109735488892","-0.3"
"Carlos Maldonado","2034","Pirates","C","20","","-0.259960144758224","-0.3"
"Antonio Alfonseca","260","Rangers","P","","16.0","-0.262890666723251","-0.3"
"Kevin Kouzmanoff","5995","Indians","DH","61","","-0.263957023620605","-0.3"
"Alex Cintron","50","White Sox","2B/SS","304","","-0.264752328395844","-0.3"
"Cesar Jimenez","3762","Mariners","P","","7.1","-0.269533187150955","-0.3"
"Adam Stern","3568","Red Sox","CF","21","","-0.274986565113068","-0.3"
"Todd Williams","805","Orioles","P","","57.0","-0.278494596481323","-0.3"
"Mike DiFelice","1151","Mets","C","30","","-0.279590994119644","-0.3"
"Chris Spurling","1668","- - -","P","","21.1","-0.280190922319889","-0.3"
"Skip Schumaker","3704","Cardinals","RF/LF","60","","-0.280252814292908","-0.3"
"Royce Clayton","226","- - -","SS","502","","-0.282068520784378","-0.3"
"Sal Fasano","1205","- - -","C","206","","-0.283462397754192","-0.3"
"Scott Erickson","137","Yankees","P","","11.1","-0.284545421600342","-0.3"
"Jeff Mathis","3448","Angels","C","63","","-0.284943491220474","-0.3"
"Tyler Johnson","3404","Cardinals","P","","36.1","-0.273991286754608","-0.3"
"Jason Shiell","1625","Braves","P","","15.2","-0.278342425823212","-0.3"
"Jose Mesa","961","Rockies","P","","72.1","-0.274241924285889","-0.3"
"Quinton McCracken","1377","Reds","CF/LF","60","","-0.28884756565094","-0.3"
"Julio Manon","1732","Orioles","P","","20.0","-0.289514809846878","-0.3"
"Laynce Nix","1766","- - -","CF","70","","-0.292602205649018","-0.3"
"Shane Komine","4754","Athletics","P","","9.0","-0.294702559709549","-0.3"
"Danny Graves","326","Indians","P","","14.0","-0.294927299022675","-0.3"
"Hiram Bocachica","1404","Athletics","RF/CF","16","","-0.296588927507401","-0.3"
"Bartolome Fortunato","2213","Mets","P","","3.0","-0.299170225858688","-0.3"
"Robert Andino","4900","Marlins","SS","28","","-0.300649374723434","-0.3"
"Eddie Guardado","727","- - -","P","","37.0","-0.301867187023163","-0.3"
"Manny Alexander","1954","Padres","3B/SS","39","","-0.303585022687912","-0.3"
"Eric Munson","481","Astros","C","156","","-0.304426938295364","-0.3"
"Ricky Ledee","1407","- - -","RF/LF","91","","-0.305604819208384","-0.3"
"Jeff Fassero","279","Giants","P","","15.0","-0.331514775753021","-0.3"
"John Halama","1080","Orioles","P","","29.1","-0.306557983160019","-0.3"
"Orlando Palmeiro","28","Astros","RF/LF","128","","-0.307583600282669","-0.3"
"D'Angelo Jimenez","1038","- - -","2B","88","","-0.310918271541595","-0.3"
"Franquelis Osoria","2860","Dodgers","P","","17.2","-0.286456137895584","-0.3"
"Jason Ellison","1704","Giants","RF/LF","91","","-0.313112586736679","-0.3"
"Lenny DiNardo","1894","Red Sox","P","","39.0","-0.302873581647873","-0.3"
"Chris Bootcheck","1842","Angels","P","","10.1","-0.316361099481583","-0.3"
"Adrian Brown","985","Rangers","RF/CF","40","","-0.318183749914169","-0.3"
"Jeremy Reed","4730","Mariners","CF","229","","-0.319958180189133","-0.3"
"Armando Benitez","865","Giants","P","","38.1","-0.321776330471039","-0.3"
"Mark Prior","301","Cubs","P","","43.2","-0.21453757584095","-0.3"
"Guillermo Mota","1467","- - -","P","","55.2","-0.327529907226563","-0.3"
"J.T. Snow","1133","Red Sox","1B","53","","-0.33243590593338","-0.3"
"Ryan Sweeney","6352","White Sox","RF/CF/LF","35","","-0.333759039640427","-0.3"
"Scott Sauerbeck","1007","- - -","P","","25.1","-0.342698067426682","-0.3"
"Chad Mottola","1315","Blue Jays","RF/LF/DH","16","","-0.343010902404785","-0.3"
"Tanyon Sturtze","1230","Yankees","P","","10.2","-0.345566689968109","-0.3"
"Jon Switzer","1786","Devil Rays","P","","33.2","-0.346128046512604","-0.3"
"Jeff Bajenaru","2920","Diamondbacks","P","","1.0","-0.349416136741638","-0.3"
"Lance Niekro","1832","Giants","1B","210","","-0.354430288076401","-0.4"
"Dustin Nippert","4426","Diamondbacks","P","","10.0","-0.329129368066788","-0.4"
"Jerry Hairston","144","- - -","2B/LF","192","","-0.358011782169342","-0.4"
"Melvin Upton Jr.","5015","Devil Rays","3B","189","","-0.363990843296051","-0.4"
"Jason Vargas","8044","Marlins","P","","43.0","-0.600191473960876","-0.4"
"Mike Wood","1806","Royals","P","","64.2","-0.327180743217468","-0.4"
"Kent Mercker","439","Reds","P","","28.1","-0.36570006608963","-0.4"
"Brian Jordan","658","Braves","1B","101","","-0.365976423025131","-0.4"
"Toby Hall","1210","- - -","C","294","","-0.367977306246758","-0.4"
"Matt Kemp","5631","Dodgers","CF","166","","-0.370051980018616","-0.4"
"Eddy Rodriguez","2193","Orioles","P","","15.0","-0.372736930847168","-0.4"
"Kyle Davies","3642","Braves","P","","63.1","-0.228261068463326","-0.4"
